Date,Price,Open,High,Low,Vol.,Change %
"Aug 24, 2010","4,381.30","4,421.90","4,421.90","4,378.00",1.09B,-1.08%
"Aug 23, 2010","4,429.00","4,433.00","4,439.40","4,418.20",919.03M,-0.04%
"Aug 20, 2010","4,430.90","4,466.40","4,467.30","4,409.50",1.17B,-1.07%
"Aug 19, 2010","4,479.00","4,467.30","4,479.00","4,454.90",1.36B,0.09%
"Aug 18, 2010","4,474.90","4,460.80","4,494.90","4,459.70",1.25B,-0.05%
"Aug 17, 2010","4,477.00","4,438.40","4,486.10","4,423.90",998.63M,0.87%
"Aug 16, 2010","4,438.50","4,448.70","4,450.80","4,402.60",947.56M,-0.47%
"Aug 13, 2010","4,459.60","4,401.70","4,459.60","4,393.30",1.15B,1.33%
"Aug 12, 2010","4,400.90","4,436.80","4,436.80","4,382.10",1.39B,-1.23%
"Aug 11, 2010","4,455.50","4,531.20","4,531.90","4,455.50",1.00B,-1.88%
"Aug 10, 2010","4,540.70","4,592.80","4,597.00","4,538.40",1.07B,-1.18%
"Aug 09, 2010","4,594.90","4,559.50","4,598.70","4,540.10",719.39M,0.63%
"Aug 06, 2010","4,566.10","4,564.00","4,566.10","4,545.20",693.41M,-0.01%
"Aug 05, 2010","4,566.50","4,550.10","4,580.50","4,549.80",906.92M,0.54%
"Aug 04, 2010","4,542.10","4,568.90","4,569.00","4,541.60",802.49M,-0.65%
"Aug 03, 2010","4,571.60","4,558.10","4,584.10","4,554.00",872.62M,0.66%
"Aug 02, 2010","4,541.60","4,495.10","4,541.60","4,494.30",551.92M,1.07%
"Jul 30, 2010","4,493.50","4,518.10","4,519.00","4,480.60",979.68M,-0.68%
"Jul 29, 2010","4,524.10","4,528.90","4,531.60","4,503.60",849.67M,-0.13%
"Jul 28, 2010","4,529.90","4,497.90","4,530.60","4,487.20",881.87M,0.72%
"Jul 27, 2010","4,497.40","4,489.80","4,520.30","4,486.80",874.55M,0.25%
"Jul 26, 2010","4,486.10","4,466.70","4,503.10","4,466.60",863.91M,0.62%
"Jul 23, 2010","4,458.40","4,394.40","4,472.30","4,394.20",943.99M,1.91%
"Jul 22, 2010","4,374.70","4,410.20","4,414.30","4,374.70",850.66M,-0.86%
"Jul 21, 2010","4,412.70","4,416.60","4,435.60","4,402.10",884.60M,0.21%
"Jul 20, 2010","4,403.60","4,363.70","4,416.00","4,361.10",921.13M,1.04%
"Jul 19, 2010","4,358.30","4,404.20","4,404.20","4,345.20",716.77M,-1.46%
"Jul 16, 2010","4,422.70","4,443.50","4,458.70","4,413.50",688.81M,-0.45%
"Jul 15, 2010","4,442.60","4,456.60","4,465.60","4,427.10",813.20M,-0.44%
"Jul 14, 2010","4,462.40","4,401.30","4,462.40","4,400.20",762.44M,1.87%
"Jul 13, 2010","4,380.30","4,402.70","4,429.10","4,380.30",805.79M,-0.67%
"Jul 12, 2010","4,409.90","4,396.70","4,419.70","4,386.20",795.97M,0.31%
"Jul 09, 2010","4,396.30","4,359.80","4,397.50","4,350.30",688.74M,0.90%
"Jul 08, 2010","4,356.90","4,278.00","4,356.70","4,277.70",942.80M,2.40%
"Jul 07, 2010","4,254.60","4,280.40","4,290.80","4,234.30",892.25M,-0.50%
"Jul 06, 2010","4,276.10","4,215.10","4,276.10","4,182.30",754.58M,1.28%
"Jul 05, 2010","4,222.10","4,239.70","4,260.10","4,217.10",679.34M,-0.39%
"Jul 02, 2010","4,238.70","4,249.70","4,281.60","4,222.70",822.24M,0.03%
"Jul 01, 2010","4,237.50","4,284.60","4,285.80","4,214.70",994.32M,-1.49%
"Jun 30, 2010","4,301.50","4,318.70","4,319.00","4,249.50",1.11B,-1.02%
"Jun 29, 2010","4,345.70","4,380.80","4,410.50","4,343.40",778.14M,-0.89%
"Jun 28, 2010","4,384.60","4,419.70","4,433.40","4,369.60",743.15M,-0.64%
"Jun 25, 2010","4,413.00","4,467.20","4,467.20","4,409.30",1.15B,-1.49%
"Jun 24, 2010","4,479.70","4,503.70","4,519.20","4,478.80",955.47M,-0.14%
"Jun 23, 2010","4,486.10","4,543.40","4,544.50","4,486.10",961.35M,-1.58%
"Jun 22, 2010","4,558.30","4,604.20","4,604.20","4,557.70",1.05B,-1.18%
"Jun 21, 2010","4,612.60","4,568.00","4,622.00","4,566.90",1.00B,1.33%
"Jun 18, 2010","4,551.90","4,526.70","4,561.50","4,526.00",988.35M,0.54%
"Jun 17, 2010","4,527.30","4,556.40","4,563.30","4,514.90",1.13B,-0.70%
"Jun 16, 2010","4,559.00","4,525.40","4,572.40","4,525.40",1.22B,1.20%
"Jun 15, 2010","4,505.00","4,505.40","4,517.20","4,490.90",855.79M,-0.01%
"Jun 11, 2010","4,505.50","4,457.40","4,506.70","4,457.40",1.03B,1.58%
"Jun 10, 2010","4,435.30","4,385.60","4,445.90","4,385.60",1.18B,1.14%
"Jun 09, 2010","4,385.30","4,386.40","4,390.00","4,354.60",1.01B,0.09%
"Jun 08, 2010","4,381.20","4,323.30","4,385.50","4,323.00",1.02B,1.28%
"Jun 07, 2010","4,325.90","4,410.40","4,410.40","4,299.80",990.43M,-2.78%
"Jun 04, 2010","4,449.40","4,471.00","4,471.00","4,430.70",797.43M,-0.82%
"Jun 03, 2010","4,486.00","4,404.10","4,489.10","4,403.90",942.57M,2.40%
"Jun 02, 2010","4,381.00","4,403.20","4,428.70","4,374.20",1.11B,-0.73%
"Jun 01, 2010","4,413.10","4,430.60","4,430.60","4,383.80",982.36M,-0.37%
"May 31, 2010","4,429.70","4,447.70","4,453.40","4,427.50",993.66M,-0.62%
"May 28, 2010","4,457.50","4,397.20","4,460.80","4,397.20",1.50B,1.79%
"May 27, 2010","4,379.20","4,313.80","4,379.20","4,293.00",1.46B,1.67%
"May 26, 2010","4,307.20","4,295.20","4,365.60","4,295.20",1.42B,0.98%
"May 25, 2010","4,265.30","4,375.30","4,375.30","4,265.30",1.17B,-2.96%
"May 24, 2010","4,395.40","4,319.90","4,395.40","4,303.10",1.06B,2.09%
"May 21, 2010","4,305.40","4,287.60","4,308.00","4,175.70",1.84B,-0.26%
"May 20, 2010","4,316.50","4,391.50","4,404.60","4,316.50",1.41B,-1.61%
"May 19, 2010","4,387.10","4,456.40","4,458.40","4,387.10",1.31B,-1.87%
"May 18, 2010","4,470.70","4,479.60","4,503.30","4,445.90",1.32B,0.08%
"May 17, 2010","4,467.20","4,587.60","4,587.60","4,467.20",1.12B,-3.12%
"May 14, 2010","4,611.10","4,639.60","4,639.80","4,596.20",846.29M,-0.90%
"May 13, 2010","4,652.80","4,588.80","4,652.80","4,588.30",1.03B,1.75%
"May 12, 2010","4,573.00","4,555.20","4,612.80","4,550.90",1.04B,0.55%
"May 11, 2010","4,548.00","4,607.70","4,630.70","4,548.00",1.18B,-1.13%
"May 10, 2010","4,599.80","4,497.20","4,599.80","4,497.20",1.17B,2.66%
"May 07, 2010","4,480.70","4,542.00","4,551.00","4,427.30",1.66B,-2.02%
"May 06, 2010","4,573.20","4,654.40","4,654.40","4,570.60",1.60B,-2.16%
"May 05, 2010","4,674.00","4,713.30","4,713.30","4,641.40",1.50B,-1.33%
"May 04, 2010","4,737.10","4,779.00","4,804.50","4,737.10",1.36B,-1.01%
"May 03, 2010","4,785.50","4,782.80","4,788.80","4,753.40",1.11B,-0.46%
"Apr 30, 2010","4,807.40","4,793.30","4,822.70","4,792.50",1.29B,0.46%
"Apr 29, 2010","4,785.60","4,817.70","4,818.70","4,779.30",1.06B,-0.77%
"Apr 28, 2010","4,822.80","4,849.10","4,851.20","4,785.40",1.12B,-1.17%
"Apr 27, 2010","4,880.00","4,886.80","4,911.90","4,872.40",1.10B,-0.03%
"Apr 23, 2010","4,881.50","4,903.80","4,903.90","4,875.80",896.40M,-0.53%
"Apr 22, 2010","4,907.40","4,942.60","4,942.60","4,887.80",952.85M,-0.95%
"Apr 21, 2010","4,954.30","4,926.90","4,970.20","4,926.20",1.05B,0.58%
"Apr 20, 2010","4,925.80","4,914.20","4,944.90","4,914.20",927.52M,0.22%
"Apr 19, 2010","4,915.10","4,965.40","4,965.40","4,909.40",889.43M,-1.40%
"Apr 16, 2010","4,984.70","4,999.00","5,002.20","4,973.40",988.79M,-0.34%
"Apr 15, 2010","5,001.90","5,003.30","5,025.10","5,000.80",1.34B,0.14%
"Apr 14, 2010","4,994.70","4,958.30","4,996.80","4,957.60",1.06B,0.87%
"Apr 13, 2010","4,951.60","4,978.60","4,978.60","4,944.50",1.16B,-0.66%
"Apr 12, 2010","4,984.30","4,957.50","4,986.10","4,957.50",993.93M,0.73%
"Apr 09, 2010","4,948.10","4,943.70","4,958.40","4,940.80",1.00B,0.21%
"Apr 08, 2010","4,937.90","4,944.30","4,944.90","4,930.80",1.22B,-0.46%
"Apr 07, 2010","4,960.90","4,953.80","4,971.30","4,953.60",1.21B,0.15%
"Apr 06, 2010","4,953.70","4,924.70","4,956.60","4,924.70",1.03B,0.94%
"Apr 01, 2010","4,907.70","4,880.00","4,907.70","4,879.50",1.27B,0.66%
"Mar 31, 2010","4,875.50","4,911.60","4,928.90","4,875.50",1.34B,-0.84%
"Mar 30, 2010","4,916.80","4,908.30","4,924.20","4,904.40",1.01B,0.40%
"Mar 29, 2010","4,897.30","4,902.50","4,912.00","4,890.40",849.41M,0.01%
"Mar 26, 2010","4,896.90","4,878.60","4,896.90","4,834.80",1.22B,0.24%
"Mar 25, 2010","4,885.40","4,883.00","4,890.80","4,871.90",1.07B,-0.12%
"Mar 24, 2010","4,891.50","4,885.40","4,911.10","4,885.40",1.07B,0.34%
"Mar 23, 2010","4,874.80","4,839.60","4,882.40","4,839.20",1.07B,0.92%
"Mar 22, 2010","4,830.20","4,857.20","4,857.50","4,826.90",830.16M,-0.86%
"Mar 19, 2010","4,872.20","4,862.60","4,875.80","4,854.60",1.35B,0.19%
"Mar 18, 2010","4,863.10","4,860.60","4,874.40","4,846.80",1.42B,0.20%
"Mar 17, 2010","4,853.20","4,806.00","4,853.20","4,806.00",1.37B,1.17%
"Mar 16, 2010","4,797.20","4,785.60","4,806.40","4,781.10",1.21B,0.27%
"Mar 15, 2010","4,784.10","4,820.60","4,836.00","4,784.10",991.48M,-0.71%
"Mar 12, 2010","4,818.10","4,814.30","4,835.90","4,812.20",882.33M,0.08%
"Mar 11, 2010","4,814.20","4,821.40","4,840.10","4,805.40",969.68M,-0.12%
"Mar 10, 2010","4,820.00","4,818.60","4,837.60","4,804.30",1.18B,0.00%
"Mar 09, 2010","4,820.10","4,806.10","4,828.10","4,791.10",1.18B,0.25%
"Mar 08, 2010","4,807.90","4,787.80","4,828.50","4,787.80",871.51M,0.85%
"Mar 05, 2010","4,767.20","4,753.40","4,780.40","4,750.20",994.55M,0.35%
"Mar 04, 2010","4,750.50","4,743.20","4,750.70","4,724.80",1.15B,0.31%
"Mar 03, 2010","4,735.70","4,708.80","4,745.70","4,706.30",1.31B,0.72%
"Mar 02, 2010","4,701.90","4,694.40","4,716.20","4,683.50",884.94M,0.33%
"Mar 01, 2010","4,686.50","4,633.10","4,686.50","4,633.10",1.37B,1.05%
"Feb 26, 2010","4,637.70","4,607.20","4,637.70","4,593.30",1.30B,0.95%
"Feb 25, 2010","4,594.10","4,656.40","4,689.90","4,589.90",1.24B,-1.17%
"Feb 24, 2010","4,648.50","4,702.40","4,702.40","4,641.00",1.39B,-1.48%
"Feb 23, 2010","4,718.30","4,705.60","4,718.30","4,688.20",1.11B,0.02%
"Feb 22, 2010","4,717.50","4,654.70","4,717.50","4,654.70",978.24M,1.78%
"Feb 19, 2010","4,635.10","4,662.50","4,672.20","4,609.60",1.26B,-0.43%
"Feb 18, 2010","4,654.90","4,672.70","4,673.10","4,633.40",1.04B,-0.28%
"Feb 17, 2010","4,667.90","4,586.20","4,672.90","4,585.40",1.04B,2.19%
"Feb 16, 2010","4,567.80","4,550.40","4,598.20","4,550.40",863.54M,0.49%
"Feb 15, 2010","4,545.50","4,558.50","4,568.70","4,537.90",627.47M,-0.36%
"Feb 12, 2010","4,562.10","4,566.10","4,593.30","4,545.00",1.06B,0.17%
"Feb 11, 2010","4,554.30","4,512.10","4,565.30","4,510.90",873.05M,0.91%
"Feb 10, 2010","4,513.40","4,534.00","4,570.70","4,498.90",974.32M,0.18%
"Feb 09, 2010","4,505.10","4,513.30","4,513.40","4,464.90",928.65M,-0.36%
"Feb 08, 2010","4,521.40","4,521.70","4,551.00","4,515.60",786.73M,0.16%
"Feb 05, 2010","4,514.10","4,581.50","4,584.40","4,488.40",1.28B,-2.33%
"Feb 04, 2010","4,621.60","4,638.40","4,640.00","4,598.30",1.05B,-0.57%
"Feb 03, 2010","4,647.90","4,631.00","4,656.90","4,619.00",1.13B,0.93%
"Feb 02, 2010","4,605.30","4,550.50","4,605.40","4,548.70",1.09B,1.79%
"Feb 01, 2010","4,524.10","4,569.90","4,588.50","4,524.10",1.13B,-1.00%
"Jan 29, 2010","4,569.60","4,656.60","4,656.70","4,566.70",1.36B,-2.22%
"Jan 28, 2010","4,673.30","4,653.30","4,676.10","4,642.60",1.17B,0.62%
"Jan 27, 2010","4,644.60","4,705.90","4,707.40","4,628.60",1.19B,-1.55%
"Jan 25, 2010","4,717.90","4,725.70","4,726.60","4,679.90",803.01M,-0.69%
"Jan 22, 2010","4,750.60","4,793.90","4,793.90","4,716.00",1.18B,-1.59%
"Jan 21, 2010","4,827.20","4,854.20","4,854.90","4,822.20",1.10B,-0.84%
"Jan 20, 2010","4,868.20","4,874.70","4,905.80","4,865.60",821.86M,0.14%
"Jan 19, 2010","4,861.20","4,914.90","4,930.00","4,861.20",896.56M,-1.02%
"Jan 18, 2010","4,911.10","4,890.60","4,917.10","4,865.60",820.80M,0.23%
"Jan 15, 2010","4,899.60","4,896.50","4,905.40","4,857.80",740.10M,0.03%
"Jan 14, 2010","4,898.00","4,876.00","4,920.50","4,875.10",693.16M,0.61%
"Jan 13, 2010","4,868.10","4,886.30","4,887.00","4,852.90",872.68M,-0.64%
"Jan 12, 2010","4,899.50","4,938.60","4,940.00","4,893.10",737.50M,-1.03%
"Jan 11, 2010","4,950.70","4,921.90","4,955.10","4,921.70",653.84M,0.79%
"Jan 08, 2010","4,912.10","4,900.30","4,937.90","4,900.30",644.00M,0.26%
"Jan 07, 2010","4,899.40","4,922.80","4,938.10","4,898.90",868.53M,-0.45%
"Jan 06, 2010","4,921.40","4,927.70","4,938.50","4,915.30",871.21M,-0.06%
"Jan 05, 2010","4,924.30","4,887.30","4,930.70","4,887.30",859.71M,0.98%
"Jan 04, 2010","4,876.30","4,864.90","4,888.70","4,862.30",465.66M,0.12%
"Dec 31, 2009","4,870.60","4,842.10","4,873.60","4,842.10",314.59M,0.77%
"Dec 30, 2009","4,833.30","4,844.40","4,867.80","4,833.30",379.79M,-0.24%
"Dec 29, 2009","4,845.10","4,796.50","4,858.00","4,796.50",507.04M,1.13%
"Dec 24, 2009","4,790.90","4,749.30","4,790.90","4,749.30",372.39M,1.09%
"Dec 23, 2009","4,739.30","4,704.50","4,742.60","4,694.90",551.92M,0.75%
"Dec 22, 2009","4,704.20","4,643.70","4,704.20","4,643.70",615.46M,1.49%
"Dec 21, 2009","4,635.10","4,660.40","4,693.50","4,635.10",20.10M,-0.33%
"Dec 18, 2009","4,650.50","4,653.50","4,657.30","4,604.70",1.39B,-0.42%
"Dec 17, 2009","4,670.30","4,674.00","4,703.10","4,649.20",1.77B,0.18%
"Dec 16, 2009","4,661.90","4,671.00","4,689.10","4,656.10",921.44M,-0.25%
"Dec 15, 2009","4,673.50","4,660.00","4,691.10","4,658.60",1.05B,0.42%
"Dec 14, 2009","4,654.00","4,635.60","4,654.00","4,608.30",802.19M,0.41%
"Dec 11, 2009","4,635.20","4,611.80","4,646.00","4,611.80",940.57M,0.62%
"Dec 10, 2009","4,606.70","4,637.30","4,652.40","4,596.60",1.23B,-0.67%
"Dec 09, 2009","4,637.90","4,662.90","4,662.90","4,596.20",972.29M,-0.70%
"Dec 08, 2009","4,670.60","4,676.50","4,697.20","4,655.60",1.01B,-0.13%
"Dec 07, 2009","4,676.50","4,707.40","4,723.10","4,651.10",793.97M,-0.55%
"Dec 04, 2009","4,702.20","4,760.40","4,760.60","4,687.60",876.99M,-1.52%
"Dec 03, 2009","4,774.60","4,764.50","4,787.00","4,754.40",1.11B,0.26%
"Dec 02, 2009","4,762.40","4,733.00","4,795.20","4,732.90",1.19B,0.92%
"Dec 01, 2009","4,719.00","4,696.90","4,719.00","4,675.40",837.95M,0.37%
"Nov 30, 2009","4,701.40","4,592.80","4,707.90","4,592.80",1.04B,2.83%
"Nov 27, 2009","4,572.10","4,674.10","4,674.10","4,562.70",1.24B,-2.90%
"Nov 26, 2009","4,708.60","4,731.30","4,751.30","4,698.20",964.07M,-0.29%
"Nov 25, 2009","4,722.20","4,691.00","4,722.90","4,673.20",1.29B,0.79%
"Nov 24, 2009","4,685.00","4,724.40","4,763.90","4,685.00",943.51M,-0.68%
"Nov 23, 2009","4,717.00","4,688.80","4,725.40","4,681.10",782.48M,0.67%
"Nov 20, 2009","4,685.80","4,734.00","4,734.00","4,673.20",836.32M,-1.33%
"Nov 19, 2009","4,749.20","4,744.30","4,761.30","4,728.90",953.02M,0.22%
"Nov 18, 2009","4,739.00","4,737.00","4,780.40","4,733.80",1.15B,0.20%
"Nov 17, 2009","4,729.40","4,768.20","4,799.00","4,729.40",1.15B,-0.54%
"Nov 16, 2009","4,755.20","4,715.90","4,760.50","4,715.90",1.12B,1.04%
"Nov 13, 2009","4,706.40","4,732.60","4,732.60","4,690.90",1.05B,-0.87%
"Nov 12, 2009","4,747.90","4,760.90","4,796.60","4,746.40",1.02B,-0.19%
"Nov 11, 2009","4,757.00","4,736.70","4,768.00","4,734.50",1.18B,0.49%
"Nov 10, 2009","4,733.60","4,696.50","4,756.80","4,695.60",1.33B,1.26%
"Nov 09, 2009","4,674.90","4,596.80","4,680.30","4,596.50",1.19B,1.76%
"Nov 06, 2009","4,594.00","4,528.00","4,594.00","4,527.50",1.10B,1.91%
"Nov 05, 2009","4,508.00","4,536.50","4,558.70","4,502.50",1.22B,-0.71%
"Nov 04, 2009","4,540.10","4,533.90","4,559.50","4,518.00",1.09B,0.19%
"Nov 03, 2009","4,531.50","4,548.30","4,579.20","4,517.60",735.20M,-0.20%
"Nov 02, 2009","4,540.40","4,611.00","4,611.30","4,517.60",1.04B,-2.21%
"Oct 30, 2009","4,643.20","4,602.70","4,673.60","4,602.70",1.59B,1.50%
"Oct 29, 2009","4,574.70","4,653.20","4,654.00","4,562.50",1.58B,-2.36%
"Oct 28, 2009","4,685.10","4,751.20","4,764.20","4,682.70",1.31B,-1.44%
"Oct 27, 2009","4,753.50","4,813.70","4,813.70","4,751.40",1.38B,-1.59%
"Oct 26, 2009","4,830.30","4,845.80","4,848.80","4,811.60",866.35M,-0.60%
"Oct 23, 2009","4,859.40","4,826.50","4,868.00","4,826.50",1.71B,0.97%
"Oct 22, 2009","4,812.80","4,830.50","4,844.90","4,809.20",1.13B,-0.53%
"Oct 21, 2009","4,838.60","4,837.90","4,842.40","4,819.20",1.30B,-0.16%
"Oct 20, 2009","4,846.20","4,808.70","4,871.30","4,808.30",1.39B,1.11%
"Oct 19, 2009","4,792.80","4,830.40","4,830.40","4,772.10",823.77M,-0.90%
"Oct 16, 2009","4,836.40","4,858.90","4,877.10","4,834.50",962.18M,-0.48%
"Oct 15, 2009","4,859.90","4,845.40","4,895.30","4,845.40",1.39B,0.60%
"Oct 14, 2009","4,831.10","4,782.10","4,840.10","4,781.10",1.02B,0.95%
"Oct 13, 2009","4,785.70","4,743.90","4,797.20","4,743.90",1.07B,0.97%
"Oct 12, 2009","4,739.80","4,761.20","4,786.30","4,736.90",886.10M,-0.28%
"Oct 09, 2009","4,752.90","4,780.30","4,803.50","4,749.60",1.31B,-0.33%
"Oct 08, 2009","4,768.60","4,698.50","4,780.00","4,687.90",1.30B,1.55%
"Oct 07, 2009","4,695.70","4,613.00","4,708.30","4,612.80",1.20B,2.27%
"Oct 06, 2009","4,591.60","4,589.30","4,641.30","4,582.90",1.00B,0.40%
"Oct 05, 2009","4,573.30","4,601.30","4,618.30","4,573.30",439.19M,-0.62%
"Oct 02, 2009","4,601.70","4,671.60","4,671.60","4,601.50",1.03B,-2.11%
"Oct 01, 2009","4,701.10","4,738.80","4,757.70","4,696.90",1.04B,-0.90%
"Sep 30, 2009","4,743.60","4,746.70","4,767.80","4,730.00",1.33B,-0.20%
"Sep 29, 2009","4,753.10","4,696.80","4,767.90","4,696.80",1.13B,1.62%
"Sep 28, 2009","4,677.40","4,703.80","4,705.50","4,645.00",937.15M,-0.76%
"Sep 25, 2009","4,713.30","4,686.20","4,727.00","4,639.40",2.01B,0.26%
"Sep 24, 2009","4,701.20","4,719.90","4,726.50","4,692.30",1.16B,-0.69%
"Sep 23, 2009","4,734.10","4,675.60","4,735.60","4,675.60",1.11B,1.51%
"Sep 22, 2009","4,663.70","4,672.00","4,683.60","4,656.10",1.13B,-0.29%
"Sep 21, 2009","4,677.40","4,687.40","4,701.70","4,665.90",1.09B,-0.34%
"Sep 18, 2009","4,693.20","4,702.50","4,702.80","4,658.50",1.77B,-0.46%
"Sep 17, 2009","4,714.90","4,662.20","4,749.70","4,662.20",1.92B,1.39%
"Sep 16, 2009","4,650.40","4,552.70","4,651.20","4,551.80",1.65B,2.42%
"Sep 15, 2009","4,540.30","4,541.70","4,585.20","4,526.90",1.73B,0.20%
"Sep 14, 2009","4,531.10","4,595.70","4,595.70","4,518.80",1.14B,-1.41%
"Sep 11, 2009","4,596.10","4,570.80","4,608.60","4,570.80",1.47B,0.55%
"Sep 10, 2009","4,570.80","4,523.30","4,577.30","4,523.30",1.68B,1.07%
"Sep 09, 2009","4,522.20","4,532.20","4,554.70","4,504.20",1.54B,-0.04%
"Sep 08, 2009","4,523.80","4,461.10","4,527.00","4,461.10",1.56B,1.56%
"Sep 07, 2009","4,454.40","4,443.10","4,467.60","4,441.00",1.56B,0.43%
"Sep 04, 2009","4,435.50","4,442.40","4,477.00","4,434.00",1.46B,0.13%
"Sep 03, 2009","4,429.60","4,433.20","4,446.70","4,410.00",1.20B,-0.19%
"Sep 02, 2009","4,438.20","4,491.60","4,491.60","4,412.00",1.39B,-1.69%
"Sep 01, 2009","4,514.60","4,476.60","4,523.70","4,466.00",1.27B,0.79%
"Aug 31, 2009","4,479.10","4,485.70","4,537.20","4,471.50",1.79B,-0.23%
"Aug 28, 2009","4,489.60","4,460.40","4,492.60","4,459.80",1.63B,0.87%
"Aug 27, 2009","4,450.80","4,450.00","4,461.30","4,424.90",1.73B,-0.08%
"Aug 26, 2009","4,454.50","4,406.90","4,468.90","4,406.90",1.90B,1.11%
"Aug 25, 2009","4,405.80","4,422.10","4,432.90","4,389.90",1.28B,-0.46%
"Aug 24, 2009","4,426.10","4,291.60","4,426.10","4,290.60",1.20B,3.16%
"Aug 21, 2009","4,290.60","4,378.60","4,379.90","4,260.70",2.44B,-1.99%
"Aug 20, 2009","4,377.50","4,397.90","4,425.10","4,367.10",1.32B,0.08%
"Aug 19, 2009","4,373.80","4,392.80","4,437.20","4,367.90",1.47B,-0.18%
"Aug 18, 2009","4,381.60","4,375.70","4,398.00","4,352.10",1.19B,-0.15%
"Aug 17, 2009","4,388.40","4,451.00","4,451.00","4,388.40",1.06B,-1.63%
"Aug 14, 2009","4,461.00","4,447.70","4,509.50","4,445.40",1.67B,0.57%
"Aug 13, 2009","4,435.90","4,351.60","4,435.90","4,351.60",1.74B,2.14%
"Aug 12, 2009","4,343.10","4,320.70","4,351.70","4,294.50",1.23B,0.26%
"Aug 11, 2009","4,332.00","4,298.00","4,332.90","4,279.00",1.23B,0.65%
"Aug 10, 2009","4,304.10","4,311.90","4,347.90","4,300.00",1.52B,0.11%
"Aug 07, 2009","4,299.40","4,314.90","4,314.90","4,275.30",1.06B,-0.62%
"Aug 06, 2009","4,326.30","4,272.40","4,327.60","4,271.80",1.39B,1.45%
"Aug 05, 2009","4,264.50","4,320.60","4,320.60","4,264.50",5.37B,-1.04%
"Aug 04, 2009","4,309.30","4,291.30","4,340.00","4,291.30",1.88B,1.08%
"Aug 03, 2009","4,263.40","4,245.90","4,282.90","4,245.90",999.33M,0.46%
"Jul 31, 2009","4,244.00","4,190.50","4,247.90","4,190.40",1.73B,1.28%
"Jul 30, 2009","4,190.50","4,142.80","4,201.80","4,134.30",1.36B,1.15%
"Jul 29, 2009","4,142.80","4,156.30","4,180.50","4,142.40",1.36B,-0.64%
"Jul 28, 2009","4,169.50","4,140.00","4,177.90","4,138.70",1.24B,0.72%
"Jul 27, 2009","4,139.60","4,097.50","4,153.80","4,097.50",1.06B,1.22%
"Jul 24, 2009","4,089.80","4,081.30","4,122.10","4,081.30",1.23B,0.63%
"Jul 23, 2009","4,064.10","4,058.90","4,069.90","4,047.30",1.24B,-0.11%
"Jul 22, 2009","4,068.50","4,055.10","4,074.60","4,046.20",1.07B,0.44%
"Jul 21, 2009","4,050.70","4,060.00","4,083.60","4,043.70",935.06M,0.01%
"Jul 20, 2009","4,050.30","4,006.80","4,066.90","4,006.80",836.82M,1.24%
"Jul 17, 2009","4,000.80","4,002.00","4,026.70","3,989.40",854.27M,0.13%
"Jul 16, 2009","3,995.60","3,945.20","4,022.30","3,943.70",1.13B,1.81%
"Jul 15, 2009","3,924.50","3,870.80","3,930.20","3,870.60",955.02M,1.48%
"Jul 14, 2009","3,867.10","3,758.20","3,867.10","3,758.20",808.95M,3.47%
"Jul 13, 2009","3,737.50","3,790.30","3,792.50","3,735.60",752.61M,-1.49%
"Jul 10, 2009","3,794.10","3,763.40","3,796.70","3,763.30",737.94M,0.82%
"Jul 09, 2009","3,763.30","3,766.00","3,769.90","3,742.00",917.53M,-0.12%
"Jul 08, 2009","3,767.90","3,750.30","3,767.90","3,709.20",1.13B,0.03%
"Jul 07, 2009","3,766.90","3,776.80","3,786.70","3,761.70",796.32M,-0.44%
"Jul 06, 2009","3,783.70","3,821.00","3,821.40","3,767.80",724.74M,-1.16%
"Jul 03, 2009","3,828.20","3,859.20","3,859.20","3,804.10",853.62M,-1.27%
"Jul 02, 2009","3,877.30","3,887.70","3,910.20","3,872.80",1.08B,0.09%
"Jul 01, 2009","3,874.00","3,939.50","3,939.50","3,859.30",976.59M,-2.05%
"Jun 30, 2009","3,954.90","3,900.00","3,955.50","3,899.90",1.29B,1.75%
"Jun 29, 2009","3,886.90","3,899.40","3,926.70","3,882.60",890.30M,-0.43%
"Jun 26, 2009","3,903.80","3,863.60","3,915.60","3,863.60",1.14B,1.24%
"Jun 25, 2009","3,856.00","3,814.70","3,857.50","3,812.00",1.03B,1.29%
"Jun 24, 2009","3,807.00","3,802.20","3,811.90","3,767.90",1.09B,0.27%
"Jun 23, 2009","3,796.90","3,887.80","3,887.80","3,791.50",1.17B,-3.10%
"Jun 22, 2009","3,918.20","3,908.90","3,931.20","3,897.60",1.04B,0.48%
"Jun 19, 2009","3,899.60","3,899.60","3,933.80","3,899.00",1.36B,0.19%
"Jun 18, 2009","3,892.10","3,896.10","3,921.40","3,871.50",1.54B,-0.31%
"Jun 17, 2009","3,904.10","3,943.80","3,943.90","3,874.80",1.47B,-1.47%
"Jun 16, 2009","3,962.50","4,014.40","4,016.10","3,953.60",1.27B,-1.72%
"Jun 15, 2009","4,031.70","4,048.80","4,058.80","4,031.70",1.66B,-0.75%
"Jun 12, 2009","4,062.20","4,044.90","4,079.40","4,037.50",1.59B,0.37%
"Jun 11, 2009","4,047.20","4,021.50","4,053.00","4,019.20",1.42B,0.57%
"Jun 10, 2009","4,024.40","3,952.40","4,024.40","3,951.40",1.52B,2.27%
"Jun 09, 2009","3,934.90","3,959.20","3,995.90","3,934.90",1.44B,-0.91%
